committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,YE,202301319577869827,17,SB17.I9636,1686635,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-12-15 00:00:00,7.68,,,,,,,,,,,,,P2024,PRIMARY,PRIMARY,2024,A,ADD,ITEMIZED DISBURSEMENTS,2023-02-03 03:36:05,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4020120231721650141,SAN FRANCISCO,94105,OTHER,,2022,SB,4020220231722247995,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577869827,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,Q2,202301249574938070,17,SB17.I7538,1678920,ORG,ORGANIZATION,,,STAPLES,NY,,,,,OFFICE SUPPLIES,,,2022-05-24 00:00:00,7.84,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,,P,F3,4012420231720348057,QUEENS,11377,ADMINISTRATIVE,,2022,SB,4012520231720529744,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938070,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,YE,202301319577869828,17,SB17.I9638,1686635,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-12-16 00:00:00,7.90,,,,,,,,,,,,,P2024,PRIMARY,PRIMARY,2024,A,ADD,ITEMIZED DISBURSEMENTS,2023-02-03 03:36:05,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4020120231721650141,SAN FRANCISCO,94105,OTHER,,2022,SB,4020220231722247997,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577869828,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,YE,202301249574937611,17,SB17.I2861,1678913,ORG,ORGANIZATION,,,MIAMI BEACH PARKING,FL,,,,,PARKING FEE,,,2021-10-14 00:00:00,8.00,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348055,MIAMI BEACH,33140,OTHER,,2022,SB,4012520231720529465,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937611,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,YE,202301319577869834,17,SB17.I9656,1686635,ORG,ORGANIZATION,,,UNITED AIRLINES,IL,,,,,INFLIGHT WIFI,,,2022-12-23 00:00:00,8.00,,,,,,,,,,,,,P2024,PRIMARY,PRIMARY,2024,A,ADD,ITEMIZED DISBURSEMENTS,2023-02-03 03:36:05,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4020120231721650141,CHICAGO,60606,OTHER,,2022,SB,4020220231722248017,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577869834,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,12G,202301249574938821,17,SB17.I9332,1678938,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-10-18 00:00:00,8.05,,,,,,,,,,,,,G2022,GENERAL,GENERAL,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348064,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720533006,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938821,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,Q2,202301249574938080,17,SB17.I7440,1678920,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-04-16 00:00:00,8.10,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348057,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720529774,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938080,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,YE,202301249574937641,17,SB17.I3031,1678913,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2021-12-08 00:00:00,8.67,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348055,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720529555,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937641,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,Q2,202301249574938082,17,SB17.I7602,1678920,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-06-16 00:00:00,8.73,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348057,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720529781,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938082,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q1,202301249574937063,17,SB17.I432,1678901,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2021-01-07 00:00:00,8.75,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348051,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720532588,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937063,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q1,202301249574937065,17,SB17.I455,1678901,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2021-02-09 00:00:00,8.75,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348051,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720532592,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937065,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q1,202301249574937063,17,SB17.I431,1678901,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2021-01-06 00:00:00,8.86,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348051,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720532587,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937063,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,Q2,202301249574938078,17,SB17.I7427,1678920,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-04-11 00:00:00,8.94,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348057,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720529767,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938078,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,YE,202301319577869830,17,SB17.I9649,1686635,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-12-17 00:00:00,8.99,,,,,,,,,,,,,P2024,PRIMARY,PRIMARY,2024,A,ADD,ITEMIZED DISBURSEMENTS,2023-02-03 03:36:05,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4020120231721650141,SAN FRANCISCO,94105,OTHER,,2022,SB,4020220231722248005,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577869830,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,30G,202301249574938976,17,SB17.I9504,1678943,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-11-16 00:00:00,9.04,,,,,,,,,,,,,P2024,PRIMARY,PRIMARY,2024,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348068,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720533121,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938976,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,Q3,202301249574938602,17,SB17.I7839,1678934,ORG,ORGANIZATION,,,EXXONMOBILE,NY,,,,,GAS,,,2022-08-24 00:00:00,9.09,,,,,,,,,,,,,G2022,GENERAL,GENERAL,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348062,ROSLYN,11576,OTHER,,2022,SB,4012520231720529863,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938602,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,Q2,202301249574938071,17,SB17.I7661,1678920,ORG,ORGANIZATION,,,STAPLES,NY,,,,,OFFICE SUPPLIES,,,2022-06-26 00:00:00,9.55,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,,P,F3,4012420231720348057,HUNTINGTON,11746,ADMINISTRATIVE,,2022,SB,4012520231720529747,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938071,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,Q2,202301249574938081,17,SB17.I7442,1678920,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-04-17 00:00:00,9.62,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348057,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720529776,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938081,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,YE,202301319577869823,17,SB17.I9583,1686635,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-12-03 00:00:00,9.68,,,,,,,,,,,,,P2024,PRIMARY,PRIMARY,2024,A,ADD,ITEMIZED DISBURSEMENTS,2023-02-03 03:36:05,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4020120231721650141,SAN FRANCISCO,94105,OTHER,,2022,SB,4020220231722247984,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577869823,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q2,202301249574937251,17,SB17.I1609,1678905,ORG,ORGANIZATION,,,FLATIRON TAVERN,NY,,,,,FOOD/BEVERAGE,,,2021-05-20 00:00:00,9.79,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,,P,F3,4012420231720348052,QUEENS,11371,OTHER,,2022,SB,4012520231720532712,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937251,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,Q2,202301249574938077,17,SB17.I7426,1678920,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-04-11 00:00:00,9.90,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348057,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720529766,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938077,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,30G,202301249574938976,17,SB17.I9503,1678943,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-11-16 00:00:00,9.92,,,,,,,,,,,,,P2024,PRIMARY,PRIMARY,2024,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348068,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720533120,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938976,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,YE,202301319577869823,17,SB17.I9582,1686635,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-12-02 00:00:00,9.93,,,,,,,,,,,,,P2024,PRIMARY,PRIMARY,2024,A,ADD,ITEMIZED DISBURSEMENTS,2023-02-03 03:36:05,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4020120231721650141,SAN FRANCISCO,94105,OTHER,,2022,SB,4020220231722247983,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577869823,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,YE,202301319577869820,17,SB17.I9561,1686635,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-11-30 00:00:00,9.99,,,,,,,,,,,,,P2024,PRIMARY,PRIMARY,2024,A,ADD,ITEMIZED DISBURSEMENTS,2023-02-03 03:36:05,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4020120231721650141,SAN FRANCISCO,94105,OTHER,,2022,SB,4020220231722247974,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577869820,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,YE,202301249574937610,17,SB17.I2967,1678913,ORG,ORGANIZATION,,,LAZ PARKING,NY,,,,,PARKING FEE,,,2021-11-17 00:00:00,10.00,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348055,NEW YORK,10038,OTHER,,2022,SB,4012520231720529461,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937610,Operating Expenditures,,,,,,
